Product ID,Product Name,Category,Brand Score,Cost Price (cp),Selling Price (sp),Days to Expire,Demand Factor,Quantity Left,Discount (%),Adjusted Price
P03104,Muffin,Bakery,5,57.75,85.67,9,0.39,477,13.74,73.9
P03105,Frozen Vegetables,Frozen,2,83.06,114.54,3,0.57,285,20.22,91.38
P03106,Butter,Dairy,4,55.18,81.17,13,0.71,498,9.06,73.82
P03107,Croissant,Bakery,1,40.94,55.6,19,0.89,398,6.54,51.96
P03108,Milk,Dairy,4,68.54,82.32,19,0.94,346,2.49,80.27
P03109,Tomato,Produce,5,18.38,20.23,15,0.82,68,5.37,19.14
P03110,Chicken Breast,Meat,5,97.96,123.91,10,0.23,460,14.43,106.03
P03111,Yogurt,Dairy,1,56.19,73.93,17,0.71,453,9.66,66.79
P03112,Butter,Dairy,2,46.19,60.58,20,0.96,291,3.96,58.18
P03113,Tomato,Produce,3,84.96,122.09,11,0.8,25,10.95,108.72
P03114,Butter,Dairy,2,56.47,77.02,11,0.96,104,10.71,68.77
P03115,Pork Chops,Meat,1,16.77,22.07,14,0.95,360,9.75,19.92
P03116,Cream,Dairy,4,87.27,101.98,16,0.52,77,8.52,93.29
P03117,Cream,Dairy,1,57.73,82.92,8,0.7,243,16.5,69.24
P03118,Yogurt,Dairy,4,27.52,40.19,9,0.42,121,14.67,34.29
P03119,Donut,Bakery,4,66.72,78.3,9,0.47,277,14.22,67.17
P03120,Chicken Breast,Meat,1,26.08,36.36,10,0.85,486,13.65,31.4
P03121,Banana,Produce,2,69.19,86.46,14,0.68,309,10.98,76.97
P03122,Yogurt,Dairy,2,51.27,61.5,6,0.64,146,17.34,50.84
P03123,Frozen Berries,Frozen,4,84.06,123.63,2,0.4,202,20.1,98.78
P03124,Chicken Breast,Meat,2,92.65,112.8,13,0.45,442,13.8,97.23
P03125,Bread,Bakery,3,41.94,57.85,14,0.4,395,12.3,50.73
P03126,Cream,Dairy,4,81.08,114.45,9,0.74,134,11.79,100.96
P03127,Pork Chops,Meat,5,59.21,67.95,19,0.56,265,4.71,64.75
P03128,Lettuce,Produce,3,34.88,48.31,14,0.32,111,13.02,42.02
P03129,Apple,Produce,4,13.46,16.98,15,0.68,329,7.83,15.65
P03130,Frozen Berries,Frozen,3,62.68,72.19,19,0.45,428,8.1,66.34
P03131,Minced Beef,Meat,2,77.36,114.53,6,0.68,208,16.98,95.08
P03132,Apple,Produce,4,60.73,69.93,13,0.53,47,10.68,62.46
P03133,Fish Fillet,Meat,5,46.74,54.95,12,0.5,312,10.5,49.18
P03134,Ice Cream,Frozen,5,92.33,123.84,18,0.4,174,6.9,115.3
P03135,Frozen Berries,Frozen,4,60.04,77.19,16,0.56,105,8.16,70.89
P03136,Bagel,Bakery,1,37.1,44.48,17,0.34,277,12.99,38.7
P03137,Donut,Bakery,2,18.61,21.96,17,0.8,401,7.65,20.28
P03138,Frozen Pizza,Frozen,2,99.19,125.08,1,0.2,44,25.05,93.75
P03139,Muffin,Bakery,1,68.71,93.67,15,0.94,85,9.09,85.16
P03140,Frozen Pizza,Frozen,3,76.71,104.67,2,0.9,384,16.8,87.09
P03141,Frozen Pizza,Frozen,2,37.05,41.0,17,0.85,263,7.2,38.05
P03142,Croissant,Bakery,5,52.31,58.24,20,0.63,339,3.33,56.3
P03143,Bagel,Bakery,3,24.38,34.48,5,0.44,15,18.69,28.04
P03144,Donut,Bakery,2,15.01,17.61,11,0.87,25,11.52,15.58
P03145,Frozen Berries,Frozen,4,48.53,71.68,4,0.7,143,15.9,60.28
P03146,Frozen Fries,Frozen,4,21.26,31.36,18,0.94,428,3.24,30.34
P03147,Cheese,Dairy,4,58.06,84.29,3,0.58,196,17.73,69.35
P03148,Tomato,Produce,1,50.37,63.64,4,0.95,230,17.25,52.66
P03149,Frozen Vegetables,Frozen,4,23.76,33.4,10,0.88,13,9.78,30.13
P03150,Croissant,Bakery,3,54.17,62.2,6,0.45,47,17.85,51.1
P03151,Carrot,Produce,5,38.42,48.48,1,0.24,260,21.09,38.26
P03152,Minced Beef,Meat,2,16.59,24.82,12,0.25,224,16.35,20.76
P03153,Cream,Dairy,2,96.94,112.32,11,0.87,391,11.52,99.38
P03154,Frozen Fries,Frozen,1,63.17,82.52,7,0.37,30,20.22,65.83
P03155,Banana,Produce,2,82.93,119.48,10,0.42,239,16.32,99.98
P03156,Donut,Bakery,5,10.01,12.1,14,0.22,393,11.52,10.71
P03157,Frozen Berries,Frozen,2,79.7,97.72,3,0.94,463,16.89,81.22
P03158,Butter,Dairy,4,38.92,54.91,20,0.26,251,7.86,50.59
P03159,Cream,Dairy,3,18.08,24.91,6,0.89,313,13.89,21.45
P03160,Bread,Bakery,3,41.65,49.02,9,0.23,426,17.58,40.4
P03161,Cream,Dairy,3,55.8,69.07,18,0.79,383,5.79,65.07
P03162,Cheese,Dairy,4,33.45,46.41,20,0.51,197,5.61,43.81
P03163,Lettuce,Produce,1,92.96,104.0,16,0.86,11,9.06,94.58
P03164,Cheese,Dairy,1,62.9,91.64,1,0.77,173,21.12,72.29
P03165,Bread,Bakery,5,34.87,38.61,8,0.68,413,11.88,34.02
P03166,Ice Cream,Frozen,2,17.33,22.8,7,0.67,211,16.32,19.08
P03167,Tomato,Produce,1,31.47,39.3,18,0.64,360,9.54,35.55
P03168,Bread,Bakery,4,58.08,64.18,13,0.46,321,11.31,56.92
P03169,Bread,Bakery,4,35.42,45.16,20,0.37,114,6.87,42.06
P03170,Banana,Produce,4,21.89,24.56,7,0.68,249,13.83,21.16
P03171,Muffin,Bakery,1,55.28,72.02,2,0.81,440,20.01,57.61
P03172,Sausage,Meat,1,55.5,82.47,18,0.59,31,9.99,74.23
P03173,Ice Cream,Frozen,1,98.11,136.01,20,0.76,57,6.96,126.54
P03174,Frozen Vegetables,Frozen,2,17.1,20.18,5,0.85,203,16.2,16.91
P03175,Milk,Dairy,3,58.34,77.09,18,0.24,93,10.74,68.81
P03176,Minced Beef,Meat,2,69.23,79.24,13,0.23,242,15.78,66.74
P03177,Apple,Produce,1,38.22,51.22,16,0.74,253,10.14,46.03
P03178,Pork Chops,Meat,3,74.01,90.18,2,0.89,357,16.89,74.95
P03179,Tomato,Produce,2,17.19,24.07,10,0.51,47,15.51,20.34
P03180,Frozen Fries,Frozen,3,75.63,100.64,14,0.9,258,7.8,92.79
P03181,Sausage,Meat,2,88.55,103.77,11,0.76,305,12.51,90.79
P03182,Chicken Breast,Meat,3,30.89,34.15,13,0.26,283,14.31,29.26
P03183,Bread,Bakery,2,43.66,62.22,15,0.2,474,14.55,53.17
P03184,Fish Fillet,Meat,4,14.36,21.13,2,0.51,31,19.11,17.09
P03185,Sausage,Meat,2,49.06,54.13,2,0.3,281,23.4,41.46
P03186,Butter,Dairy,3,85.37,115.21,19,0.3,450,9.45,104.32
P03187,Lettuce,Produce,1,63.31,94.67,2,0.84,131,19.74,75.98
P03188,Yogurt,Dairy,3,22.17,29.78,11,0.33,112,15.18,25.26
P03189,Pork Chops,Meat,5,52.07,69.72,8,0.89,304,9.99,62.75
P03190,Carrot,Produce,1,14.46,20.05,14,0.23,451,16.23,16.8
P03191,Pork Chops,Meat,4,94.1,128.41,9,0.85,332,10.8,114.54
P03192,Ice Cream,Frozen,1,38.71,54.15,20,0.43,156,9.93,48.77
P03193,Croissant,Bakery,5,18.15,24.01,18,0.3,290,7.8,22.14
P03194,Frozen Berries,Frozen,3,66.63,87.4,10,0.91,442,10.71,78.04
P03195,Muffin,Bakery,4,98.23,114.22,6,0.68,361,14.58,97.57
P03196,Croissant,Bakery,1,54.4,70.61,11,0.76,204,13.71,60.93
P03197,Yogurt,Dairy,4,19.23,24.38,5,0.45,226,17.4,20.14
P03198,Butter,Dairy,1,36.67,53.01,5,0.81,471,17.76,43.6
P03199,Chicken Breast,Meat,2,27.71,39.35,3,0.49,196,20.94,31.11
P03200,Milk,Dairy,3,95.94,131.66,3,0.55,357,19.2,106.38
P03201,Butter,Dairy,4,82.81,101.56,2,0.48,235,19.38,81.88
P03202,Frozen Pizza,Frozen,3,21.61,25.98,3,0.37,312,20.82,20.57
P03203,Muffin,Bakery,4,61.05,68.54,13,0.97,384,6.72,63.93
P03204,Croissant,Bakery,1,71.2,87.43,15,0.67,173,11.52,77.36
P03205,Chicken Breast,Meat,5,94.02,106.43,17,0.71,282,4.86,101.26
P03206,Sausage,Meat,3,86.29,108.88,7,0.54,208,16.29,91.14
P03207,Cream,Dairy,2,27.53,33.83,20,0.6,331,7.2,31.39
P03208,Frozen Berries,Frozen,4,59.22,65.31,15,0.24,105,11.79,57.61
P03209,Tomato,Produce,4,86.28,122.56,3,0.63,135,17.28,101.38
P03210,Milk,Dairy,5,26.7,29.64,12,0.55,133,10.05,26.66
P03211,Apple,Produce,2,72.12,96.75,16,0.37,359,12.27,84.88
P03212,Apple,Produce,5,99.85,126.01,9,0.23,454,15.18,106.88
P03213,Ice Cream,Frozen,3,31.61,36.84,13,0.95,468,8.1,33.86
P03214,Sausage,Meat,5,87.35,118.89,9,0.33,252,14.28,101.91
P03215,Lettuce,Produce,2,30.15,39.62,11,0.72,33,12.87,34.52
P03216,Apple,Produce,2,11.95,13.59,1,0.25,325,24.6,10.25
P03217,Apple,Produce,2,56.46,68.73,7,0.97,263,13.62,59.37
P03218,Cream,Dairy,5,57.27,83.37,1,0.84,257,15.69,70.29
P03219,Muffin,Bakery,1,39.54,47.74,11,0.3,209,17.85,39.22
P03220,Butter,Dairy,3,49.28,67.8,20,0.26,292,9.06,61.66
P03221,Spinach,Produce,1,10.34,14.82,10,0.99,119,12.39,12.98
P03222,Apple,Produce,4,99.36,138.1,5,0.93,262,13.08,120.04
P03223,Sausage,Meat,4,29.65,43.75,14,0.91,269,6.51,40.9
P03224,Butter,Dairy,4,93.57,130.25,1,0.94,236,15.99,109.42
P03225,Yogurt,Dairy,5,42.54,50.84,2,0.47,170,18.27,41.55
P03226,Lettuce,Produce,5,81.65,94.23,10,0.27,431,14.07,80.97
P03227,Butter,Dairy,3,75.51,87.06,16,0.42,355,10.62,77.81
P03228,Sausage,Meat,3,55.57,70.64,14,0.31,301,13.11,61.38
P03229,Butter,Dairy,2,11.24,12.54,13,0.35,270,14.7,10.7
P03230,Bagel,Bakery,3,95.13,132.38,10,0.66,146,12.96,115.22
P03231,Donut,Bakery,4,68.11,80.61,17,0.94,310,3.99,77.39
P03232,Frozen Berries,Frozen,5,85.48,118.24,20,0.83,141,1.53,116.43
P03233,Frozen Fries,Frozen,4,13.09,18.27,11,0.85,17,9.3,16.57
P03234,Donut,Bakery,2,22.86,28.96,14,0.44,75,13.14,25.15
P03235,Tomato,Produce,2,97.78,117.62,13,0.28,61,15.33,99.59
P03236,Tomato,Produce,5,62.72,92.44,18,0.84,48,2.94,89.72
P03237,Cheese,Dairy,5,35.95,52.96,8,0.4,12,14.4,45.33
P03238,Yogurt,Dairy,4,49.32,68.04,6,0.31,108,17.91,55.85
P03239,Frozen Fries,Frozen,3,94.51,115.31,6,0.47,376,17.67,94.93
P03240,Fish Fillet,Meat,4,15.78,20.6,17,0.62,475,6.87,19.18
P03241,Apple,Produce,4,57.33,75.58,16,0.25,346,10.95,67.3
P03242,Frozen Vegetables,Frozen,1,44.91,50.29,3,0.99,112,17.64,41.42
P03243,Donut,Bakery,3,46.07,59.29,19,0.68,455,6.03,55.71
P03244,Bagel,Bakery,1,77.77,95.64,14,0.75,329,11.55,84.59
P03245,Donut,Bakery,4,27.35,37.51,8,0.98,448,10.38,33.62
P03246,Frozen Berries,Frozen,2,28.12,39.98,2,0.87,40,18.27,32.68
P03247,Ice Cream,Frozen,4,17.53,22.09,1,0.28,175,21.93,17.25
P03248,Muffin,Bakery,4,71.59,90.39,9,0.46,350,14.31,77.46
P03249,Frozen Berries,Frozen,3,39.5,55.44,16,0.48,98,10.08,49.85
P03250,Bagel,Bakery,4,34.71,38.28,13,0.62,182,9.87,34.5
P03251,Frozen Berries,Frozen,5,87.03,105.87,2,0.49,222,18.09,86.72
P03252,Pork Chops,Meat,3,39.26,45.6,9,0.89,143,11.64,40.29
P03253,Cream,Dairy,5,65.05,95.83,1,0.31,444,20.46,76.22
P03254,Apple,Produce,5,46.59,61.21,14,0.21,407,11.61,54.1
P03255,Banana,Produce,4,88.05,122.57,15,0.22,135,11.97,107.9
P03256,Minced Beef,Meat,1,89.37,108.97,9,0.32,118,19.17,88.08
P03257,Frozen Berries,Frozen,1,25.6,36.32,11,0.79,286,13.44,31.44
P03258,Frozen Fries,Frozen,2,12.74,17.12,9,0.8,118,13.65,14.78
P03259,Donut,Bakery,1,62.55,79.65,3,0.86,253,18.81,64.67
P03260,Frozen Berries,Frozen,5,88.99,102.69,9,0.47,88,13.02,89.32
P03261,Frozen Vegetables,Frozen,1,28.88,36.26,9,0.62,162,16.47,30.29
P03262,Bread,Bakery,4,28.42,39.83,13,0.8,261,8.25,36.54
P03263,Donut,Bakery,1,61.57,80.0,8,0.66,356,16.86,66.51
P03264,Cheese,Dairy,5,84.55,118.75,2,0.31,231,19.71,95.34
P03265,Yogurt,Dairy,5,32.59,37.77,2,0.84,56,14.94,32.13
P03266,Donut,Bakery,5,97.75,113.0,17,0.42,440,7.47,104.56
P03267,Butter,Dairy,2,85.99,99.87,8,0.28,390,19.08,80.81
P03268,Sausage,Meat,4,35.71,45.52,12,0.69,499,9.99,40.97
P03269,Cheese,Dairy,1,56.21,71.39,9,0.99,361,13.14,62.01
P03270,Ice Cream,Frozen,2,10.33,13.52,5,0.87,173,16.02,11.35
P03271,Frozen Berries,Frozen,5,82.54,99.92,19,0.54,135,4.89,95.03
P03272,Apple,Produce,4,12.8,17.37,18,0.5,328,7.2,16.12
P03273,Croissant,Bakery,4,47.8,61.77,17,0.37,444,9.12,56.14
P03274,Minced Beef,Meat,1,44.56,52.26,19,0.37,338,11.22,46.4
P03275,Cheese,Dairy,1,98.36,129.03,3,0.57,266,21.42,101.39
P03276,Banana,Produce,2,89.77,128.31,11,0.65,222,13.5,110.99
P03277,Frozen Fries,Frozen,5,85.24,125.59,5,0.39,245,16.74,104.57
P03278,Apple,Produce,4,20.71,27.96,19,0.22,87,8.97,25.45
P03279,Apple,Produce,4,71.14,94.57,2,0.77,417,16.77,78.71
P03280,Pork Chops,Meat,3,88.56,122.73,15,0.24,464,12.99,106.79
P03281,Frozen Vegetables,Frozen,4,98.6,131.37,9,0.26,415,16.11,110.21
P03282,Sausage,Meat,4,38.26,45.19,17,0.26,429,10.11,40.62
P03283,Frozen Fries,Frozen,5,71.69,103.03,7,0.57,43,13.62,89.0
P03284,Donut,Bakery,1,38.84,52.08,18,0.66,199,9.36,47.21
P03285,Frozen Fries,Frozen,4,25.09,35.9,7,0.6,291,14.55,30.68
P03286,Frozen Berries,Frozen,4,28.48,31.59,5,0.97,360,12.72,27.57
P03287,Sausage,Meat,1,23.58,31.54,4,0.34,489,22.74,24.37
P03288,Frozen Pizza,Frozen,3,76.44,100.81,18,0.28,485,10.38,90.35
P03289,Frozen Fries,Frozen,5,67.92,97.73,4,0.61,78,15.51,82.57
P03290,Butter,Dairy,1,92.39,115.97,20,0.23,70,11.73,102.37
P03291,Butter,Dairy,5,21.88,28.28,5,0.67,83,14.22,24.26
P03292,Fish Fillet,Meat,5,90.41,107.55,17,0.73,444,4.68,102.52
P03293,Pork Chops,Meat,5,91.19,133.92,8,0.77,32,11.07,119.1
P03294,Sausage,Meat,3,51.42,69.19,17,0.83,452,6.18,64.91
P03295,Apple,Produce,3,41.89,53.55,16,0.55,388,9.45,48.49
P03296,Yogurt,Dairy,2,19.01,23.41,2,0.75,403,19.35,18.88
P03297,Bagel,Bakery,1,42.17,57.25,17,0.58,318,10.83,51.05
P03298,Lettuce,Produce,3,73.98,89.67,2,0.45,270,20.85,70.97
P03299,Ice Cream,Frozen,1,97.47,119.36,10,0.91,496,13.11,103.71
P03300,Milk,Dairy,2,94.26,140.55,11,0.88,111,11.43,124.49
P03301,Fish Fillet,Meat,4,20.24,27.35,13,0.86,407,7.71,25.24
P03302,Frozen Fries,Frozen,1,76.93,102.56,15,0.9,240,9.45,92.87
P03303,Frozen Berries,Frozen,5,14.81,21.52,8,0.71,164,11.61,19.02
P03304,Muffin,Bakery,4,56.11,67.63,16,0.66,160,7.26,62.72
P03305,Yogurt,Dairy,4,75.31,95.71,10,0.85,43,10.05,86.09
P03306,Minced Beef,Meat,2,65.18,84.21,16,0.6,116,10.2,75.62
P03307,Cheese,Dairy,5,95.04,118.46,6,0.68,370,13.38,102.61
P03308,Tomato,Produce,4,31.02,40.44,18,0.82,116,4.32,38.69
P03309,Yogurt,Dairy,5,84.69,104.39,12,0.94,348,6.54,97.56
P03310,Croissant,Bakery,2,30.4,37.09,13,0.88,387,9.93,33.41
P03311,Bread,Bakery,5,41.23,57.54,18,0.4,231,6.9,53.57
P03312,Chicken Breast,Meat,4,91.93,112.15,13,0.88,373,7.53,103.71
P03313,Bagel,Bakery,2,75.44,93.41,19,0.49,155,8.94,85.06
P03314,Butter,Dairy,3,76.67,112.65,20,0.29,42,8.79,102.75
P03315,Chicken Breast,Meat,3,11.18,13.02,6,0.26,350,19.56,10.47
P03316,Butter,Dairy,5,59.66,81.03,10,0.91,60,8.31,74.3
P03317,Banana,Produce,3,70.09,87.94,2,0.76,140,18.06,72.06
P03318,Ice Cream,Frozen,4,82.98,100.83,5,0.67,378,15.42,85.28
P03319,Lettuce,Produce,4,35.98,48.74,8,0.98,404,10.38,43.68
P03320,Yogurt,Dairy,4,96.56,130.72,1,0.66,340,18.51,106.52
P03321,Frozen Berries,Frozen,2,20.49,29.84,14,0.5,245,12.6,26.08
P03322,Cream,Dairy,4,99.1,125.42,3,0.2,170,21.15,98.89
P03323,Minced Beef,Meat,3,25.65,37.96,2,0.31,444,22.11,29.57
P03324,Apple,Produce,2,34.18,45.64,2,0.26,116,23.76,34.8
P03325,Sausage,Meat,5,29.86,37.87,12,0.69,18,8.79,34.54
P03326,Butter,Dairy,4,65.28,80.36,10,0.42,216,13.92,69.17
P03327,Cheese,Dairy,3,12.42,14.48,8,0.82,189,13.02,12.59
P03328,Butter,Dairy,3,86.63,126.76,14,0.91,81,7.71,116.99
P03329,Chicken Breast,Meat,1,59.46,71.26,5,0.5,44,20.55,56.62
P03330,Frozen Fries,Frozen,3,76.16,103.36,20,0.71,192,5.01,98.18
P03331,Ice Cream,Frozen,2,53.74,68.54,9,0.85,162,13.2,59.49
P03332,Frozen Pizza,Frozen,1,29.47,42.53,18,0.46,101,11.16,37.78
P03333,Muffin,Bakery,1,75.57,112.71,9,0.82,483,14.67,96.18
P03334,Donut,Bakery,4,53.3,62.48,18,0.38,10,8.28,57.31
P03335,Bagel,Bakery,2,96.1,108.25,12,0.42,384,14.82,92.21
P03336,Cheese,Dairy,4,36.32,52.0,5,0.49,68,17.04,43.14
P03337,Donut,Bakery,4,57.34,73.77,11,0.37,78,13.62,63.72
P03338,Cheese,Dairy,1,62.48,75.86,15,0.6,232,12.15,66.64
P03339,Chicken Breast,Meat,5,27.49,37.92,12,0.6,40,9.6,34.28
P03340,Cream,Dairy,4,96.85,109.86,7,0.67,176,13.92,94.57
P03341,Milk,Dairy,3,30.6,39.55,14,0.34,63,12.84,34.47
P03342,Butter,Dairy,5,16.99,21.79,2,0.69,217,16.29,18.24
P03343,Frozen Vegetables,Frozen,4,37.11,45.73,15,0.87,218,6.12,42.93
P03344,Frozen Pizza,Frozen,2,87.74,125.36,7,0.4,424,18.75,101.86
P03345,Cheese,Dairy,3,26.13,36.51,1,0.52,37,20.97,28.85
P03346,Apple,Produce,1,26.65,34.67,11,0.98,363,11.73,30.6
P03347,Bread,Bakery,3,92.4,106.74,10,0.79,59,11.79,94.16
P03348,Croissant,Bakery,1,46.33,59.87,4,0.45,141,21.75,46.85
P03349,Donut,Bakery,5,22.75,25.89,13,0.54,137,9.39,23.46
P03350,Tomato,Produce,5,22.66,26.16,5,0.42,26,16.47,21.85
P03351,Croissant,Bakery,5,21.74,29.7,2,0.5,81,18.0,24.35
P03352,Milk,Dairy,5,78.18,112.59,4,0.81,141,13.71,97.15
P03353,Frozen Vegetables,Frozen,2,30.13,34.36,8,0.71,196,15.21,29.13
P03354,Lettuce,Produce,4,95.98,110.06,7,0.33,385,16.98,91.37
P03355,Frozen Vegetables,Frozen,3,84.92,107.4,10,0.47,120,14.67,91.64
P03356,Croissant,Bakery,5,45.98,64.79,10,0.69,229,10.29,58.12
P03357,Yogurt,Dairy,3,62.53,79.54,7,0.41,391,17.46,65.65
P03358,Cream,Dairy,3,32.28,45.2,16,0.7,453,8.1,41.54
P03359,Banana,Produce,5,59.51,80.34,6,0.7,435,13.2,69.74
P03360,Banana,Produce,4,85.14,96.79,6,1.0,216,11.7,85.47
P03361,Muffin,Bakery,5,86.24,104.09,13,0.97,199,5.52,98.34
P03362,Tomato,Produce,5,15.45,22.66,14,0.44,146,9.54,20.5
P03363,Pork Chops,Meat,2,32.43,46.69,12,0.33,459,15.63,39.39
P03364,Pork Chops,Meat,4,49.09,60.24,8,0.47,297,14.97,51.22
P03365,Frozen Berries,Frozen,2,78.57,114.11,19,0.64,183,7.59,105.45
P03366,Apple,Produce,3,28.23,41.34,13,0.6,313,11.25,36.69
P03367,Banana,Produce,1,40.49,45.86,15,0.89,367,9.54,41.48
P03368,Minced Beef,Meat,5,93.81,115.35,7,0.95,156,10.2,103.58
P03369,Fish Fillet,Meat,3,55.02,69.97,19,0.22,411,10.17,62.85
P03370,Butter,Dairy,5,23.24,30.82,19,0.71,325,3.36,29.78
P03371,Frozen Fries,Frozen,1,47.38,58.84,8,0.74,266,16.14,49.34
P03372,Milk,Dairy,4,90.72,118.49,7,0.76,55,13.11,102.96
P03373,Yogurt,Dairy,1,54.74,64.77,5,0.5,251,20.55,51.46
P03374,Spinach,Produce,1,34.65,46.62,16,0.97,472,8.07,42.86
P03375,Cream,Dairy,2,44.79,54.2,7,0.29,72,19.74,43.5
P03376,Bagel,Bakery,2,63.29,77.16,15,0.52,175,11.67,68.16
P03377,Croissant,Bakery,5,99.23,134.27,13,0.87,161,6.42,125.65
P03378,Bagel,Bakery,2,92.54,108.87,4,0.57,393,19.47,87.67
P03379,Frozen Fries,Frozen,3,11.02,13.86,19,0.41,443,8.46,12.69
P03380,Milk,Dairy,2,67.78,93.6,13,0.77,300,10.92,83.38
P03381,Chicken Breast,Meat,5,46.9,70.15,1,0.53,465,18.48,57.19
P03382,Ice Cream,Frozen,2,39.58,53.04,2,0.28,209,23.58,40.53
P03383,Yogurt,Dairy,3,80.67,107.17,4,0.52,377,18.72,87.11
P03384,Lettuce,Produce,5,34.49,46.01,3,0.36,128,18.51,37.49
P03385,Muffin,Bakery,2,52.86,72.23,16,0.73,115,9.03,65.71
P03386,Donut,Bakery,1,35.33,50.53,18,0.84,145,7.74,46.62
P03387,Milk,Dairy,1,87.85,113.98,7,0.23,138,21.48,89.5
P03388,Frozen Pizza,Frozen,1,46.04,68.61,19,0.72,312,8.07,63.07
P03389,Milk,Dairy,1,86.36,117.66,6,0.91,29,16.11,98.7
P03390,Lettuce,Produce,5,84.77,107.39,14,0.94,216,5.04,101.98
P03391,Frozen Pizza,Frozen,1,88.86,119.15,8,0.43,72,18.93,96.59
P03392,Banana,Produce,5,90.58,133.5,10,0.64,464,10.74,119.16
P03393,Spinach,Produce,2,38.73,43.76,2,0.76,299,19.26,35.33
P03394,Butter,Dairy,5,18.97,27.85,13,0.25,175,12.0,24.51
P03395,Chicken Breast,Meat,1,81.16,93.04,5,0.83,60,17.58,76.68
P03396,Frozen Vegetables,Frozen,1,99.67,121.74,15,0.74,12,10.89,108.48
P03397,Lettuce,Produce,5,82.27,93.4,3,0.3,440,19.05,75.61
P03398,Frozen Berries,Frozen,3,38.54,56.4,3,0.82,321,16.77,46.94
P03399,Carrot,Produce,4,86.42,107.8,13,0.44,229,11.49,95.41
P03400,Lettuce,Produce,1,31.5,44.59,3,0.23,336,24.48,33.67
P03401,Pork Chops,Meat,5,97.36,132.71,13,0.3,305,11.55,117.38
P03402,Croissant,Bakery,2,67.73,77.73,10,0.9,48,12.0,68.4
P03403,Spinach,Produce,3,29.6,33.17,20,0.73,348,4.83,31.57
P03404,Carrot,Produce,1,46.59,55.97,12,0.47,175,15.57,47.26
P03405,Tomato,Produce,4,76.56,111.58,1,0.31,196,21.66,87.41
P03406,Bagel,Bakery,1,94.08,121.05,18,0.68,324,9.18,109.94
P03407,Donut,Bakery,5,92.34,114.83,13,0.68,269,8.13,105.49
P03408,Frozen Fries,Frozen,2,98.3,109.33,4,0.67,331,18.57,89.03
P03409,Bagel,Bakery,4,41.31,56.4,13,0.37,196,12.12,49.56
P03410,Frozen Vegetables,Frozen,2,86.66,101.71,3,0.56,209,20.31,81.05
P03411,Minced Beef,Meat,3,46.46,51.59,13,0.9,253,8.55,47.18
P03412,Milk,Dairy,1,36.47,54.69,9,0.29,123,19.44,44.06
P03413,Butter,Dairy,5,68.35,101.46,6,0.41,413,15.81,85.42
P03414,Frozen Berries,Frozen,1,88.93,97.95,14,0.53,316,13.53,84.7
P03415,Cheese,Dairy,1,53.73,70.63,1,0.58,96,22.83,54.51
P03416,Lettuce,Produce,1,20.95,30.34,6,0.31,83,21.51,23.81
P03417,Ice Cream,Frozen,2,25.75,29.92,1,0.63,251,21.18,23.58
P03418,Croissant,Bakery,5,27.33,40.99,19,0.68,26,3.63,39.5
P03419,Cheese,Dairy,1,13.51,18.92,9,0.56,420,17.01,15.7
P03420,Yogurt,Dairy,3,90.09,102.77,4,0.95,187,14.85,87.51
P03421,Cheese,Dairy,2,38.68,54.61,15,0.94,94,7.89,50.3
P03422,Frozen Fries,Frozen,2,93.12,102.72,14,0.43,337,13.23,89.13
P03423,Bagel,Bakery,5,98.25,131.61,15,0.62,24,7.17,122.17
P03424,Lettuce,Produce,1,86.63,96.12,10,0.28,157,18.78,78.07
P03425,Croissant,Bakery,3,16.95,20.9,5,0.83,271,15.18,17.73
P03426,Cheese,Dairy,3,52.26,66.06,15,0.43,462,11.28,58.61
P03427,Lettuce,Produce,1,25.78,34.97,18,0.94,124,6.84,32.58
P03428,Butter,Dairy,2,78.04,101.38,18,0.71,22,7.71,93.56
P03429,Carrot,Produce,5,62.67,71.83,5,0.28,431,17.73,59.09
P03430,Frozen Berries,Frozen,3,93.8,137.09,13,0.68,17,10.53,122.65
P03431,Muffin,Bakery,5,39.08,48.37,16,0.83,313,4.53,46.18
P03432,Frozen Vegetables,Frozen,1,59.03,71.5,19,0.92,10,6.27,67.02
P03433,Fish Fillet,Meat,4,60.98,68.27,10,0.49,88,13.29,59.2
P03434,Frozen Fries,Frozen,5,48.62,60.82,2,0.51,225,17.91,49.93
P03435,Minced Beef,Meat,2,50.71,61.33,15,0.91,52,8.16,56.33
P03436,Pork Chops,Meat,2,49.97,56.83,8,0.53,296,16.83,47.27
P03437,Cheese,Dairy,5,90.9,102.12,12,0.38,20,11.58,90.29
P03438,Frozen Vegetables,Frozen,2,53.1,66.87,20,0.33,323,9.63,60.43
P03439,Pork Chops,Meat,3,37.12,52.32,16,0.89,102,6.39,48.98
P03440,Bread,Bakery,5,35.38,41.52,5,0.92,99,11.97,36.55
P03441,Banana,Produce,5,10.43,11.61,3,0.56,74,16.71,9.67
P03442,Bread,Bakery,3,40.78,60.23,13,0.68,177,10.53,53.89
P03443,Frozen Vegetables,Frozen,3,51.27,73.74,19,0.94,206,3.69,71.02
P03444,Carrot,Produce,5,82.81,91.59,9,0.33,241,14.28,78.51
P03445,Yogurt,Dairy,2,29.95,34.67,11,0.74,159,12.69,30.27
P03446,Croissant,Bakery,2,86.35,106.11,18,0.94,81,5.64,100.13
P03447,Frozen Berries,Frozen,2,14.15,15.68,5,0.68,210,17.73,12.9
